"Key"	"Source string"	"Context"	"Translation"
"hbui.EditorStructurePanel.deleteModal.button.ok"	"OK"	"Original Translation
zh_CN: 确定
zh_TW: 確定"	""
"hbui.EditorStructurePanel.deleteModal.messageMultiple"	"Are you sure you want to delete %1$s structures?"	"Original Translation
zh_CN: 是否确定要删除 %1$s 结构？
zh_TW: 您確定要刪除 %1$s 結構嗎？"	""
"hbui.EditorStructurePanel.deleteModal.messageSingle"	"Are you sure you want to delete ""%1$s""?"	"Original Translation
zh_CN: 是否确定要删除“%1$s”？
zh_TW: 您確定要刪除「%1$s」嗎？"	""
"hbui.EditorStructurePanel.deleteModal.note"	"Note: Structures from imported packs can't be deleted (remove imported packs to remove them from your Structures list)."	"Original Translation
zh_CN: 注意：已导入包的结构无法删除（移除导入包即可将其从你的结构列表中移除）。
zh_TW: 注意：來自匯入套件無的結構無法刪除 (移除匯入套件以將這些結構從你的結構清單中移除)。"	""
"hbui.EditorStructurePanel.deleteModal.title"	"Delete Structures?"	"Original Translation
zh_CN: 删除结构？
zh_TW: 要刪除結構嗎？"	""
"hbui.EditorStructurePanel.deleteModal.warning"	"This can’t be undone."	"Original Translation
zh_CN: 此操作无法撤消。
zh_TW: 此動作無法復原。"	""
"hbui.EditorStructurePanel.details.contentLabel"	"Content"	"Original Translation
zh_CN: 内容
zh_TW: 內容"	""
"hbui.EditorStructurePanel.details.copyId"	"Copy ID to clipboard button"	"Original Translation
zh_CN: 复制 ID 到剪贴板按钮
zh_TW: 將 ID 複製到剪貼簿按鈕"	""
"hbui.EditorStructurePanel.details.deleteLabel"	"Delete"	"Original Translation
zh_CN: 删除
zh_TW: 刪除"	""
"hbui.EditorStructurePanel.details.duplicateLabel"	"Duplicate"	"Original Translation
zh_CN: 复制
zh_TW: 複製"	""
"hbui.EditorStructurePanel.details.fileNameLabel"	"File/Unique Name"	"Original Translation
zh_CN: 文件/独特名称
zh_TW: 檔案/獨特名稱"	""
"hbui.EditorStructurePanel.details.includeInExports"	"Include In Exports"	"Original Translation
zh_CN: 添加至导出文件
zh_TW: 包含在匯出中"	""
"hbui.EditorStructurePanel.details.itemMenu"	"Structure Item Menu"	"Original Translation
zh_CN: 结构项目菜单
zh_TW: 結構項目選單"	""
"hbui.EditorStructurePanel.details.minecraftIdLabel"	"Minecraft ID"	"Original Translation
zh_CN: Minecraft ID
zh_TW: Minecraft ID"	""
"hbui.EditorStructurePanel.details.nameLabel"	"Name"	"Original Translation
zh_CN: 名称
zh_TW: 名稱"	""
"hbui.EditorStructurePanel.details.namespaceAndSourceLabel"	"Namespace & Source"	"Original Translation
zh_CN: 命名空间和来源
zh_TW: 命名空間與來源"	""
"hbui.EditorStructurePanel.details.namespaceLabel"	"Namespace"	"Original Translation
zh_CN: 命名空间
zh_TW: 命名空間"	""
"hbui.EditorStructurePanel.details.originLabel"	"Origin"	"Original Translation
zh_CN: 初始
zh_TW: 起源"	""
"hbui.EditorStructurePanel.details.replaceClipboardLabel"	"Copy to Clipboard"	"Original Translation
zh_CN: 复制到剪贴板
zh_TW: 複製到剪貼簿"	""
"hbui.EditorStructurePanel.details.saveLabel"	"Save"	"Original Translation
zh_CN: 保存
zh_TW: 儲存"	""
"hbui.EditorStructurePanel.details.sizeLabel"	"Size"	"Original Translation
zh_CN: 大小
zh_TW: 大小"	""
"hbui.EditorStructurePanel.details.sourceLabel"	"Source"	"Original Translation
zh_CN: 初始
zh_TW: 來源"	""
"hbui.EditorStructurePanel.details.updateFromClipboardLabel"	"Update from Clipboard"	"Original Translation
zh_CN: 以剪贴板内容更新
zh_TW: 從剪貼簿更新"	""
"hbui.EditorStructurePanel.filterButton"	"Filter Button"	"Original Translation
zh_CN: 筛选器按钮
zh_TW: 篩選按鈕"	""
"hbui.EditorStructurePanel.filterIconTooltip"	"Filter"	"Original Translation
zh_CN: 筛选
zh_TW: 篩選"	""
"hbui.EditorStructurePanel.gridViewIconTooltip"	"Grid View"	"Original Translation
zh_CN: 网格视图
zh_TW: 格線檢視"	""
"hbui.EditorStructurePanel.importLabel"	"Import"	"Original Translation
zh_CN: 导入
zh_TW: 匯入"	""
"hbui.EditorStructurePanel.listViewIconTooltip"	"List View"	"Original Translation
zh_CN: 列表视图
zh_TW: 清單檢視"	""
"hbui.EditorStructurePanel.narration"	"Structure Panel"	"Original Translation
zh_CN: 结构面板
zh_TW: 結構面板"	""
"hbui.EditorStructurePanel.newFromClipboardLabel"	"New from Clipboard"	"Original Translation
zh_CN: 以剪贴板的内容新建
zh_TW: 從剪貼簿中新增"	""
"hbui.EditorStructurePanel.newFromSelection"	"New from Selection"	"Original Translation
zh_CN: 以所选内容新建
zh_TW: 從選取範圍新建"	""
"hbui.EditorStructurePanel.sortLabel"	"Sort"	"Original Translation
zh_CN: 排序
zh_TW: 排序"	""
"hbui.EditorStructurePanel.structureContentSectionHeader"	"Structure Content"	"Original Translation
zh_CN: 结构内容
zh_TW: 結構內容"	""
"hbui.EditorStructurePanel.structureItem"	"StructureItem"	"Original Translation
zh_CN: StructureItem
zh_TW: 結構項目"	""
"hbui.EditorStructurePanel.tagsSectionHeader"	"Tags"	"Original Translation
zh_CN: 标签
zh_TW: 標籤"	""
"hbui.EditorStructurePanel.toggleButton"	"Toggle Button"	"Original Translation
zh_CN: 切换按钮
zh_TW: 切換按鈕"	""
"hbui.EditorStructurePanel.totalBlocksLabel"	"Total Blocks"	"Original Translation
zh_CN: 区块总数
zh_TW: 總方塊數"	""
"hbui.EditorStructurePanel.windowTitle"	"Structures"	"Original Translation
zh_CN: 建筑
zh_TW: 結構"	""
"hbui.EditorSwitch.elementType"	"Switch"	"Original Translation
zh_CN: 开关
zh_TW: 開關"	""
"hbui.EditorSwitch.off"	"Off"	"Original Translation
zh_CN: 关
zh_TW: 關閉"	""
"hbui.EditorSwitch.on"	"On"	"Original Translation
zh_CN: 开
zh_TW: 開啟"	""
"hbui.EditorTab.count"	"%1$s of %2$s"	"Original Translation
zh_CN: 第 %1$s 个，共 %2$s 个
zh_TW: %1$s/%2$s"	""
"hbui.EditorTab.elementType"	"choice tab"	"Original Translation
zh_CN: 选择选项卡
zh_TW: 選項標籤"	""
"hbui.EditorTab.select"	"Select"	"Original Translation
zh_CN: 选择
zh_TW: 選擇"	""
"hbui.EditorTab.selected"	"selected"	"Original Translation
zh_CN: 已选择
zh_TW: 已選擇"	""
"hbui.EditorTextField.clear"	"Clear Input Field Button"	"Original Translation
zh_CN: 清除输入字段按钮
zh_TW: 清除輸入欄位按鈕"	""
"hbui.EditorTextField.currentValue"	"Current Value"	"Original Translation
zh_CN: 当前值
zh_TW: 目前數值"	""
"hbui.EditorTextField.disabled"	"Disabled"	"Original Translation
zh_CN: 已禁用
zh_TW: 已停用"	""
"hbui.EditorTextField.elementType"	"Input Field"	"Original Translation
zh_CN: 输入字段
zh_TW: 輸入欄位"	""
"hbui.EditorTextMarkup.icon"	"Icon"	"Original Translation
zh_CN: 图标
zh_TW: 圖示"	""
"hbui.EditorTheme.dark"	"Dark"	"Original Translation
zh_CN: 深色
zh_TW: 深色"	""
"hbui.EditorTheme.highContrast"	"High Contrast"	"Original Translation
zh_CN: 高对比度
zh_TW: 高對比"	""
"hbui.EditorTheme.light"	"Light"	"Original Translation
zh_CN: 浅色
zh_TW: 淺色"	""
"hbui.EditorTheme.redstone"	"Redstone"	"Original Translation
zh_CN: 红石
zh_TW: 紅石"	""
"hbui.EditorToggleButton.count"	"%1$s of %2$s"	"Original Translation
zh_CN: 第 %1$s 个，共 %2$s 个
zh_TW: %1$s/%2$s"	""
"hbui.EditorToggleButton.elementType"	"choice toggle"	"Original Translation
zh_CN: 选项切换
zh_TW: 選項切換"	""
"hbui.EditorToggleButton.select"	"Select"	"Original Translation
zh_CN: 选择
zh_TW: 選擇"	""
"hbui.EditorToggleButton.selected"	"selected"	"Original Translation
zh_CN: 已选择
zh_TW: 已選擇"	""
"hbui.EditorToggleContainer.nextPage"	"Next Page Button"	"Original Translation
zh_CN: 下一页按钮
zh_TW: 下一頁按鈕"	""
"hbui.EditorToggleContainer.prevPage"	"Previous Page Button"	"Original Translation
zh_CN: 上一页按钮
zh_TW: 上一頁按鈕"	""
"hbui.EditorToggleHeader.collapsed"	"collapsed"	"Original Translation
zh_CN: 已折叠
zh_TW: 已摺疊"	""
"hbui.EditorToggleHeader.elementType"	"toggle header"	"Original Translation
zh_CN: 切换页眉
zh_TW: 切換標頭"	""
"hbui.EditorToolRail.title"	"Tool Rail"	"Original Translation
zh_CN: 工具栏
zh_TW: 工具列"	""
"hbui.EditorTutorial.button.begin"	"Begin"	"Original Translation
zh_CN: 开始
zh_TW: 開始"	""
"hbui.EditorTutorial.button.exit"	"Exit"	"Original Translation
zh_CN: 退出
zh_TW: 離開"	""
"hbui.EditorTutorial.button.next"	"Next"	"Original Translation
zh_CN: 下一步
zh_TW: 下一個"	""
"hbui.EditorTutorial.exit.cancel"	"Cancel"	"Original Translation
zh_CN: 取消
zh_TW: 取消"	""
"hbui.EditorTutorial.exit.confirm"	"Confirm"	"Original Translation
zh_CN: 确认
zh_TW: 確認"	""
"hbui.EditorTutorial.exit.message"	"Are you sure you want to exit the tutorial?"	"Original Translation
zh_CN: 确定要退出教程吗？
zh_TW: 確定要離開教學嗎？"	""
"hbui.EditorTutorial.stage.brush.activate.message"	"Now, let's explore the Brush Paint tool.[*newLine]Activate it by clicking %s on the toolrail or pressing %s."	"Original Translation
zh_CN: 现在，让我们来探索画笔绘制工具。[*newLine]通过点击工具栏上的 %s 或按 %s 进行激活。
zh_TW: 現在讓我們來探索筆刷彩繪工具。[*newLine]按一下工具列上的 %s 或是按下 %s 來啟用它。"	""
"hbui.EditorTutorial.stage.brush.add.message"	"Hold Left Click and move the mouse to add blocks."	"Original Translation
zh_CN: 按住左键点击并移动鼠标，可添加方块。
zh_TW: 按住左鍵並移動滑鼠以新增方塊。"	""
"hbui.EditorTutorial.stage.brush.delete.message"	"Holding %1$s while using the Brush Paint tool removes blocks."	"Original Translation
zh_CN: 按住 %1$s 的同时使用画笔绘制工具，可移除方块。
zh_TW: 使用筆刷彩繪工具時按住 %1$s 會移除方塊。"	""
"hbui.EditorTutorial.stage.end.message"	"Great! You now know the basics of Minecraft Editor—enjoy creating your first Editor experience![*newLine]Use Test World to playtest anytime, then Export or upload to Realms to share with friends.[*newLine]For more, visit [*link|%1$s]Minecraft Editor Documentation[*link] or press the Info button on tooltips for details on specific tools."	"Original Translation
zh_CN: 太棒了！你现在了解了 Minecraft 编辑器的基础知识——尽情享受创建你的第一个编辑器体验吧！[*newLine]使用测试世界功能可随时进行游戏测试，然后导出或上传到 Realms 与朋友们分享。[*newLine]有关更多信息，请访问 [*link|%1$s]Minecraft 编辑器文档[*link]，或按工具提示上的“信息”按钮来获取特定工具的详细信息。
zh_TW: 太棒了！您現在已經了解 Minecraft 編輯器的基本操作了，盡情享受您的首次編輯體驗吧！[*newLine]您隨時都能使用測試世界來進行遊戲測試，然後匯出或上傳到 Realms 與朋友分享。[*newLine]想了解更多資訊，請前往 [*link|%1$s]Minecraft 編輯器文件[*link]，或按下工具提示上的資訊按鈕以查看特定工具的詳細說明。"	""
"hbui.EditorTutorial.stage.end.messageWithVideoLink"	"Great! You now know the basics of Minecraft Editor—enjoy creating your first Editor experience![*newLine]Use Test World to playtest anytime, then Export or upload to Realms to share with friends.[*newLine]For a more in-depth look at Editor watch the [*link|%1$s]Minecraft Editor Overview[*link] tutorial video."	"Original Translation
zh_CN: 太棒了！你现在了解了 Minecraft 编辑器的基础知识——尽情打造你的第一个编辑器体验吧！[*newLine]使用测试世界功能可随时进行游戏测试，然后导出或上传到 Realms 与朋友们分享。[*newLine]若要更深入地了解编辑器，请观看[*link|%1$s]Minecraft 编辑器概述[*link]教程视频。
zh_TW: 太棒了！你現在已經了解 Minecraft 編輯器的基本操作了，盡情享受你的首次編輯體驗吧！[*newLine]你隨時都能使用測試世界來進行遊戲測試，然後匯出或上傳到 Realms 與朋友分享。[*newLine]想了解編輯器的更多資訊，請查看 [*link|%1$s]Minecraft 編輯器概要[*link] 教學影片。"	""
"hbui.EditorTutorial.stage.hotbar.auto.message"	"The hotbar sets the block for Fill operations, brushes, and more.[*newLine]Switch slots with 1-9 keys or the mouse."	"Original Translation
zh_CN: 快捷栏可设置方块用于填充操作、画笔等等。[*newLine]使用 1-9 键或鼠标切换栏位。
zh_TW: 快捷列可以設定填充、筆刷等功能要使用的方塊。[*newLine]使用數字鍵 1-9 或滑鼠來切換欄位。"	""
"hbui.EditorTutorial.stage.hotbar.message"	"The hotbar sets the block for Fill operations, brushes, and more.[*newLine]Switch slots with 1-9 keys or the mouse.[*newLine]To change the block, reselect the active slot."	"Original Translation
zh_CN: 快捷栏可设置方块用于填充操作、画笔等等。[*newLine]使用 1-9 键或鼠标切换栏位。[*newLine]要更改方块，重新选择启用的栏位。
zh_TW: 使用快捷列設定填充操作、筆刷等功能所使用的方塊。[*newLine]使用 1-9 數字鍵或滑鼠滾輪來切換快捷列的物品欄位。[*newLine]若要變更目前選取欄位的方塊，請重新選取該欄位。"	""
"hbui.EditorTutorial.stage.move.message"	"Movement[*%s]Use the mouse while holding Right Click to move the camera around the world.[*%s]Use %s, %s, %s, and %s to move forward, backward, left and right.[*%s]Use %s and %s to move up and down.[*%s]Use Middle Mouse scroll to zoom.[*%s]Use the mouse while holding Middle Mouse Button to pan the camera."	"Original Translation
zh_CN: 移动[*%s]按住鼠标右键的同时使用鼠标在世界中四处移动摄像头。[*%s]使用 %s、%s、%s 和 %s 向前、向后、向左和向右移动。[*%s]使用 %s 和 %s 向上和向下移动。[*%s]使用鼠标中键滚轮进行缩放。[*%s]按住鼠标中键的同时使用鼠标平移摄像头。
zh_TW: 移動[*%s]按住滑鼠右鍵並移動滑鼠即可環顧四周。[*%s]使用 %s、%s、%s 和 %s 鍵來向前、後、左、右移動。[*%s]使用 %s 與 %s 鍵來向上、下移動。[*%s]使用滑鼠中鍵滾輪縮放畫面。[*%s]按住滑鼠中鍵並移動滑鼠即可平移視角。"	""
"hbui.EditorTutorial.stage.moveSimple.message"	"Movement[*%s]Use the mouse while holding Right Click to move the camera around the world.[*%s]Use %s, %s, %s, and %s to move forward, backward, left and right.[*%s]Use %s and %s to move up and down."	"Original Translation
zh_CN: 移动[*%s]按住鼠标右键的同时使用鼠标在世界中四处移动摄像机。[*%s]使用 %s、%s、%s 和 %s 向前、向后、向左和向右移动。[*%s]使用 %s 和 %s 向上和向下移动。
zh_TW: 移動[*%s]按住滑鼠右鍵並移動滑鼠即可環顧四周。[*%s]使用 %s、%s、%s 和 %s 鍵來向前、後、左、右移動。[*%s]使用 %s 與 %s 鍵來向上、下移動。"	""
"hbui.EditorTutorial.stage.selection.activate.message"	"Let’s explore the Selection tool.[*newLine]The Selection tool lets you move, copy, and build with precision. Activate the Selection tool by clicking %1$s on the toolrail or pressing %2$s."	"Original Translation
zh_CN: 让我们探索选择工具。[*newLine]选择工具能够精准移动、复制和建造。通过点击工具栏上的 %1$s 或按 %2$s 来激活选择工具。
zh_TW: 我們來探索選取工具。[*newLine]選取工具可以讓您精準地移動、複製和建造。按一下工具欄上的 %1$s 或按下 %2$s，即可啟用選取工具。"	""
"hbui.EditorTutorial.stage.selection.create.message"	"Left-click to set the selection start, then drag to adjust its size."	"Original Translation
zh_CN: 左键点击设置选择起始点，然后拖动以调整选择区域的大小。
zh_TW: 按一下左鍵即可設定選取範圍的起點，然後拖曳以調整其大小。"	""
"hbui.EditorTutorial.stage.selection.fill.message"	"Click the Fill button on the Action Bar or press %s to fill the selection with blocks."	"Original Translation
zh_CN: 点击操作栏上的“填充”按钮或按 %s，用方块填充所选区域。
zh_TW: 按一下動作列或 %s 上的填充按鈕，即可用方塊填充選取範圍。"	""
"hbui.EditorTutorial.stage.start.begin"	"Begin"	"Original Translation
zh_CN: 开始
zh_TW: 開始"	""
"hbui.EditorTutorial.stage.start.message"	"Welcome to Minecraft Editor, a powerful tool for creating stunning Bedrock worlds with ease.[*newLine]Things work differently in Editor and it's important that you understand a few basics first or you might get lost.[*newLine]Let's dive into the basics."	"Original Translation
zh_CN: 欢迎使用 Minecraft 编辑器，这是一款功能强大的工具，可用于轻松建造令人惊叹的基岩版世界。[*newLine]编辑器中的工作方式有所不同，因此请务必先了解一些基础知识，否则可能会感到困惑。[*newLine]让我们深入了解一下相关的基础知识。
zh_TW: 歡迎來到 Minecraft 編輯器，這是強大的工具，能讓您輕鬆打造令人驚豔的基岩版世界。[*newLine]編輯器中的運作方式與一般遊戲有所不同，因此務必先了解一些基本概念，否則您可能會迷失方向。[*newLine]一起來深入了解基礎知識吧。"	""
"hbui.EditorTutorial.try.message"	"Try it out to continue..."	"Original Translation
zh_CN: 尝试一下以继续...
zh_TW: 請嘗試以繼續…"	""
"hbui.EditorTypographySample.colorSectionTextSample1"	"Text Sample X"	"Original Translation
zh_CN: 文本示例 X
zh_TW: 文字範例 X"	""
"hbui.EditorTypographySample.colorSectionTextSample2"	"Text Sample Y"	"Original Translation
zh_CN: 文本示例 Y
zh_TW: 文字範例 Y"	""
"hbui.EditorTypographySample.colorSectionTextSample3"	"Text Sample Z"	"Original Translation
zh_CN: 文本示例 Z
zh_TW: 文字範例 Z"	""
"hbui.EditorTypographySample.colorSectionTitle"	"Color"	"Original Translation
zh_CN: 颜色
zh_TW: 顏色"	""
"hbui.EditorTypographySample.panelTitle"	"Typography Sample"	"Original Translation
zh_CN: 版式示例
zh_TW: 印刷樣式範例"	""
"hbui.EditorTypographySample.regularSectionTextSample"	"Text inside another EditorContainer"	"Original Translation
zh_CN: 另一个编辑器容器中的文本
zh_TW: 另一個編輯器容器中的文字"	""
"hbui.EditorTypographySample.regularSectionTitle"	"Text inside an EditorContainer"	"Original Translation
zh_CN: 编辑器容器中的文本
zh_TW: 編輯器容器中的文字"	""
"hbui.EditorUISettings.font"	"Font"	"Original Translation
zh_CN: 字体
zh_TW: 字型"	""
"hbui.EditorUISettings.font.tooltip"	"Set the font size for text in the Editor."	"Original Translation
zh_CN: 设置编辑器中文本的字体大小。
zh_TW: 設定編輯器中文字的字型大小。"	""
"hbui.EditorUISettings.theme"	"Theme"	"Original Translation
zh_CN: 主题
zh_TW: 主題"	""
"hbui.EditorUISettings.theme.tooltip"	"Set the theme for the UI in Editor."	"Original Translation
zh_CN: 设置编辑器中用户界面的主题。
zh_TW: 設定使用者介面的主題。"	""
"hbui.EditorUISettings.uiScale"	"UI Scale"	"Original Translation
zh_CN: 用户界面缩放
zh_TW: 使用者介面大小"	""
"hbui.EditorUISettings.uiScale.tooltip"	"Set the size of the UI elements."	"Original Translation
zh_CN: 设置用户界面元素的大小。
zh_TW: 設定 UI 元素的大小。"	""
"hbui.EditorUISettingsPanel.narration"	"UI Settings Panel"	"Original Translation
zh_CN: UI 设置面板
zh_TW: UI 設定面板"	""
"hbui.EditorUISettingsPanel.title"	"UI Settings"	"Original Translation
zh_CN: UI 设置
zh_TW: UI 設定"	""
"hbui.EditorVec3TextField.disabled"	"Disabled"	"Original Translation
zh_CN: 已禁用
zh_TW: 已停用"	""
"hbui.EditorVec3TextField.elementType"	"Vector 3"	"Original Translation
zh_CN: 矢量 3
zh_TW: 向量 3"	""
"hbui.EditorWelcomeDemo.panelSectionText"	"We are so excited you're here and about to build with Minecraft's Bedrock Editor, where we want to empower Creators of all skillsets to easily create high-quality experiences."	"Original Translation
zh_CN: 我们非常高兴您的到来，并准备使用《我的世界》基岩编辑器进行构建，我们希望能让所有技能组合的创建者来轻松创建高质量的体验。
zh_TW: 非常高興您來到這裡，我們正準備使用 Minecraft 的基岩編輯器進行構建，並希望讓所有技能組合的創作者能夠輕鬆創建優質的體驗。"	""
"hbui.EditorWelcomeDemo.panelTitle"	"Welcome! Välkommen!"	"Original Translation
zh_CN: 欢迎！欢迎！
zh_TW: 歡迎！歡迎！"	""
"hbui.EditorWelcomeDemo.regularSectionText1"	"- There are two modes within the Editor: Tool or Crosshair. Tool is focused on using the multi-block editing tools as available via the UI and free-moving cursor, and Crosshair is for more precise, single-block edits using a crosshair in 1st person."	"Original Translation
zh_CN: - 编辑器中有两种模式：工具或十字线。工具集中于使用通过 UI 和自由移动光标提供的多块编辑工具，而十字线则使用第一人称的十字线进行更精确的单块编辑。
zh_TW: - 編輯器有兩種模式：工具或準星。「工具」主要在於透過 UI 和自由移動的游標，來使用多方塊編輯工具；「準星」則是使用第一人稱的準星來進行更精確的單方塊編輯。"	""
